| RUN | TSTART | BEAM | TARGET | E | TRIGGER | RUNTYPE | EVENTS | RUNCOMMENT | 	
| 5494 | 11-MAR-99 23:27:19 | 12C | 238U | 1000 | M>=3 | Phys | 712856 |
| 5495 | 12-MAR-99 00:29:23 | 12C | 238U | 1000 | M>=3 | Phys | 279783 |
| 5496 | 12-MAR-99 00:40:49 |  |  |   | M>=3 | Cosmics | 35801 |  pas de faisceau run comique |
| 5497 | 12-MAR-99 00:57:43 |  |  |   | M>=3 | Cosmics | 106014 |  pas de faisceau mais des cosmiques |
| 5498 | 12-MAR-99 01:46:30 |  |  |   | M>=3 | Cosmics | 80994 |  cosmiques sauf a la fin (2-3 spill beam) |
| 5499 | 12-MAR-99 02:24:23 | 12C | 238U | 1000 | M>=3 | Phys | 44999 |  portes couronnes 1 et 2 standart |
| 5500 | 12-MAR-99 02:42:06 |  |  |   | M>=3 | Cosmics | 69127 |  cosmics |
| 5501 | 12-MAR-99 03:16:15 |  |  |   | M>=1 | Cosmics | 1850943 |  cosmics |
| 5502 | 12-MAR-99 04:32:18 |  |  |   | M>=1 | Cosmics | 1823145 |  cosmics |
| 5503 | 12-MAR-99 05:52:18 |  |  |   | M>=1 | Cosmics | 1262770 |  cosmics |
| 5504 | 12-MAR-99 06:51:27 |  |  |   | M>=3 | Cosmics | 314386 |  cosmics |
| 5505 | 12-MAR-99 10:07:56 |  |  |   | M>=3 | Cosmics | 100483 |  cosmics |
| 5506 | 12-MAR-99 11:22:15 |  |  |   | M>=1 | Alpha | 2045825 |  Alpha |
| 5507 | 12-MAR-99 12:06:57 |  |  |   | M>=1 | Alpha | 2005275 |  Alpha |
| 5508 | 12-MAR-99 13:04:03 |  |  |   | M>=1 | Alpha | 584006 |  Alpha |
| 5509 | 12-MAR-99 13:57:19 |  |  |   | M>=1 | Alpha | 2052717 |  Alpha |
| 5510 | 12-MAR-99 14:37:35 |  |  |   | M>=1 | Alpha | 2030881 |  Alpha |
| 5511 | 12-MAR-99 15:28:13 |  |  |   | M>=1 | Alpha | 1987838 |  Alpha |
| 5512 | 12-MAR-99 16:32:13 |  |  |   | M>=1 | Alpha | 1945887 |  Alpha |
| 5513 | 12-MAR-99 17:51:13 |  |  |   | M>=1 | Alpha | 1271837 |  Alpha |
| 5514 | 12-MAR-99 23:20:20 | 12C | 197Au | 1800 | M>=5 | Phys | 505191 |
| 5515 | 13-MAR-99 00:06:03 | 12C | 197Au | 1800 | M>=5 | Phys | 504614 |
| 5516 | 13-MAR-99 00:44:34 | 12C | 197Au | 1800 | M>=5 | Phys | 10747 |
| 5517 | 13-MAR-99 00:45:50 | 12C | 197Au | 1800 | M>=5 | Phys | 505939 |
| 5518 | 13-MAR-99 01:24:46 | 12C | 197Au | 1800 | M>=5 | Phys | 503569 |
| 5519 | 13-MAR-99 02:03:36 | 12C | 197Au | 1800 | M>=5 | Phys | 464363 |
| 5520 | 13-MAR-99 02:44:00 | 12C | 197Au | 1800 | M>=5 | Phys | 503124 |
| 5521 | 13-MAR-99 03:23:03 | 12C | 197Au | 1800 | M>=5 | Phys | 465455 |
| 5522 | 13-MAR-99 04:03:59 | 12C | 197Au | 1800 | M>=5 | Phys | 397067 |
| 5523 | 13-MAR-99 05:18:13 | 12C | none | 1000 | M>=5 | Phys | 266997 |  Target with hole (diameter=15mm ?) |
| 5524 | 13-MAR-99 07:30:13 |  |  |   |  | Pedestal | 4279 |  piedestal Si+ChIo |
| 5525 | 13-MAR-99 07:34:33 |  |  |   |  | Pedestal | 2046 |  piedestal CsI |
| 5526 | 13-MAR-99 09:37:56 |  |  |   |  | Pedestal | 3944 |  Piedestal Si+Chio without Bias on PA+det. |
