Run | Tape | Buffers (save) | Events (save) | Faraday1 | Faraday2 | Length (min) | Size (MB) | Gene Direct | Gene Laser | Gene Elect | Gene Test | Gene MRQ | Gene TM | DEC | FC | OK | FT | AVL | OCD | OA | RAZ | Plastic (all) | Plastic (G) | Plastic (C) | Plastic (D) | Temps mort (%) | Trigger | Date (start) | Date (end) | Comments | Cahier | 
256 | 0 | 12703 | 1404672 | 23 | 0 | 52.2911 | 198.484 | 589066 | 610 | 407 | 0 | 16258 | 43153 | 1643580 | 1404090 | 1404090 | 1404090 | 1404090 | 1404090 | 1404090 | 1404091 | 728947 | 234170 | 417097 | 525179 | 7.53359 | M>=1 | 19-MAR-2006 02:05:01.00 | 19-MAR-2006 02:57:09.00 | disjonction HT chassis 1 |  | 
257 | 0 | 12705 | 1401345 | 28 | 0 | 49.6229 | 198.516 | 560045 | 407 | 609 | 0 | 16259 | 42850 | 1652330 | 1401699 | 1401699 | 1401699 | 1401699 | 1401699 | 1401699 | 1401700 | 757082 | 243213 | 433707 | 544645 | 7.87994 | M>=1 | 19-MAR-2006 02:57:13.00 | 19-MAR-2006 03:47:01.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
258 | 0 | 12706 | 1406045 | 21 | 0 | 50.6532 | 198.531 | 570339 | 610 | 407 | 0 | 16263 | 43148 | 1650854 | 1406833 | 1406833 | 1406833 | 1406833 | 1406833 | 1406833 | 1406834 | 716948 | 228373 | 410008 | 516868 | 7.78738 | M>=1 | 19-MAR-2006 03:47:01.00 | 19-MAR-2006 04:37:21.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
259 | 0 | 12705 | 1406483 | 22 | 0 | 48.5571 | 198.516 | 546747 | 407 | 608 | 0 | 16264 | 42998 | 1659657 | 1406134 | 1406134 | 1406134 | 1406134 | 1406134 | 1406134 | 1406135 | 738520 | 231509 | 420789 | 536265 | 8.10544 | M>=1 | 19-MAR-2006 04:37:21.00 | 19-MAR-2006 05:26:07.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
260 | 0 | 12706 | 1406288 | 25 | 0 | 52.7532 | 198.531 | 593934 | 611 | 406 | 0 | 16256 | 43212 | 1645007 | 1406729 | 1406729 | 1406729 | 1406729 | 1406729 | 1406729 | 1406730 | 677131 | 211007 | 385944 | 491336 | 7.48029 | M>=1 | 19-MAR-2006 05:26:07.00 | 19-MAR-2006 06:18:30.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
261 | 0 | 12708 | 1405133 | 20 | 0 | 49.6623 | 198.562 | 559018 | 406 | 609 | 0 | 16250 | 43161 | 1656161 | 1405708 | 1405708 | 1405708 | 1405708 | 1405708 | 1405708 | 1405708 | 698314 | 220191 | 397831 | 503667 | 7.95202 | M>=1 | 19-MAR-2006 06:18:30.00 | 19-MAR-2006 07:08:19.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
262 | 0 | 12705 | 1403917 | 24 | 0 | 52.812 | 198.516 | 594842 | 610 | 407 | 0 | 16269 | 43266 | 1639873 | 1402805 | 1402805 | 1402805 | 1402805 | 1402805 | 1402805 | 1402806 | 681643 | 217193 | 388733 | 488466 | 7.47805 | M>=1 | 19-MAR-2006 07:08:20.00 | 19-MAR-2006 08:01:14.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
263 | 0 | 12710 | 1402351 | 29 | 0 | 52.5668 | 198.594 | 591547 | 406 | 610 | 0 | 16261 | 43438 | 1640751 | 1402712 | 1402712 | 1402712 | 1402712 | 1402712 | 1402712 | 1402713 | 681205 | 213202 | 386545 | 491528 | 7.55068 | M>=1 | 19-MAR-2006 08:01:15.00 | 19-MAR-2006 08:54:02.00 |  | p.116 disjonction chassis 1 | 
264 | 0 | 12705 | 1423412 | 39 | 0 | 50.4468 | 198.516 | 568089 | 408 | 406 | 0 | 16251 | 60819 | 1827293 | 1423603 | 1423603 | 1423603 | 1423603 | 1423603 | 1423603 | 1423603 | 667639 | 211306 | 377731 | 479127 | 11.0212 | M>=1 | 19-MAR-2006 08:54:02.00 | 19-MAR-2006 09:44:15.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
265 | 0 | 12704 | 1468733 | 32 | 0 | 39.6119 | 198.5 | 445951 | 406 | 407 | 0 | 13016 | 40105 | 2192223 | 1469429 | 1469429 | 1469429 | 1469429 | 1469429 | 1469429 | 1469430 | 524399 | 168061 | 297684 | 373763 | 9.26352 | M>=1 | 19-MAR-2006 09:44:15.00 | 19-MAR-2006 10:24:03.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
266 | 0 | 12707 | 1454987 | 35 | 0 | 41.4816 | 198.547 | 466914 | 408 | 407 | 0 | 13008 | 40412 | 2710015 | 1455002 | 1455002 | 1455002 | 1455002 | 1455002 | 1455002 | 1455003 | 520132 | 169578 | 296149 | 367151 | 8.90316 | M>=1 | 19-MAR-2006 10:24:04.00 | 19-MAR-2006 11:05:18.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
267 | 0 | 12711 | 1414852 | 40 | 0 | 48.8223 | 198.609 | 549163 | 406 | 610 | 0 | 16261 | 42269 | 2056476 | 1414684 | 1414684 | 1414684 | 1414684 | 1414684 | 1414684 | 1414684 | 580069 | 192043 | 331234 | 405856 | 7.93185 | M>=1 | 19-MAR-2006 11:05:18.00 | 19-MAR-2006 11:54:13.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
268 | 0 | 12710 | 1414937 | 40 | 0 | 47.9784 | 198.594 | 539748 | 612 | 406 | 0 | 16268 | 42391 | 1703372 | 1414926 | 1414926 | 1414926 | 1414926 | 1414926 | 1414926 | 1414927 | 621427 | 207398 | 356533 | 432254 | 8.09792 | M>=1 | 19-MAR-2006 11:54:13.00 | 19-MAR-2006 12:42:12.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
269 | 0 | 12707 | 1415228 | 32 | 0 | 49.2394 | 198.547 | 554133 | 407 | 530 | 0 | 14989 | 42715 | 1676020 | 1414796 | 1414796 | 1414796 | 1414796 | 1414796 | 1414796 | 1414797 | 659733 | 224628 | 378305 | 454525 | 7.92274 | M>=1 | 19-MAR-2006 12:42:12.00 | 19-MAR-2006 13:31:19.00 |  | p.117 disjonction chassis 1 | 
270 | 0 | 10310 | 1135183 | 25 | 0 | 46.9053 | 161.094 | 527504 | 405 | 407 | 0 | 13011 | 34747 | 1323932 | 1135180 | 1135180 | 1135180 | 1135180 | 1135180 | 1135180 | 1135181 | 484253 | 221023 | 272493 | 274849 | 6.75364 | M>=1 | 19-MAR-2006 13:31:19.00 | 19-MAR-2006 14:18:16.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
271 | 0 | 12707 | 1416835 | 21 | 0 | 44.4589 | 198.547 | 502565 | 408 | 408 | 0 | 13027 | 45027 | 1743771 | 1418246 | 1418246 | 1418246 | 1418246 | 1418246 | 1418246 | 1418247 | 835276 | 228732 | 449813 | 631897 | 9.19786 | M>=1 | 19-MAR-2006 15:52:24.00 | 19-MAR-2006 16:37:07.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
272 | 0 | 12709 | 1426411 | 25 | 0 | 44.0068 | 198.578 | 495544 | 406 | 406 | 0 | 13030 | 44943 | 1654150 | 1425556 | 1425556 | 1425556 | 1425556 | 1425556 | 1425556 | 1425557 | 796159 | 212937 | 423547 | 607041 | 9.31434 | M>=1 | 19-MAR-2006 16:37:08.00 | 19-MAR-2006 17:21:08.00 |  | p.118 disjonction chassis 1 | 
273 | 0 | 12706 | 1429016 | 20 | 0 | 43.5903 | 198.531 | 491648 | 612 | 407 | 0 | 16290 | 44387 | 2233983 | 1429490 | 1429490 | 1429490 | 1429490 | 1429490 | 1429490 | 1429490 | 755574 | 198340 | 402356 | 579319 | 9.33759 | M>=1 | 19-MAR-2006 17:21:08.00 | 19-MAR-2006 18:04:25.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
274 | 0 | 11960 | 1415464 | 16 | 0 | 34.5914 | 186.875 | 389301 | 204 | 326 | 0 | 9776 | 39128 | 6142868 | 1414879 | 1414879 | 1414879 | 1414879 | 1414879 | 1414879 | 1414880 | 573289 | 149064 | 306342 | 440332 | 10.3097 | M>=1 | 19-MAR-2006 18:04:25.00 | 19-MAR-2006 18:39:13.00 | Plantage en fin de run, abort de l'aquisistion | 120 | 
276 | 0 | 12709 | 1445567 | 24 | 0 | 43.0172 | 198.578 | 485595 | 0 | 0 | 0 | 0 | 42057 | 2102825 | 1447195 | 1447195 | 1447195 | 1447195 | 1447195 | 1447195 | 1447196 | 772179 | 273941 | 446230 | 515699 | 8.66092 | M>=1 | 19-MAR-2006 19:56:24.00 | 19-MAR-2006 20:39:24.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
277 | 0 | 12706 | 1468709 | 23 | 0 | 38.6866 | 198.531 | 436224 | 0 | 0 | 0 | 0 | 41759 | 1897527 | 1468193 | 1468193 | 1468193 | 1468193 | 1468193 | 1468193 | 1468194 | 687710 | 233205 | 395433 | 469495 | 9.57283 | M>=1 | 19-MAR-2006 20:39:24.00 | 19-MAR-2006 21:18:15.00 | 75Kr13+ + 40Ca 5.5 AMeV |  | 
278 | 0 | 12709 | 1472274 | 21 | 0 | 37.0328 | 198.578 | 416794 | 407 | 407 | 0 | 13025 | 40983 | 2077483 | 1471617 | 1471617 | 1471617 | 1471617 | 1471617 | 1471617 | 1471618 | 560833 | 184395 | 322008 | 387546 | 10.1501 | M>=1 | 19-MAR-2006 21:18:15.00 | 19-MAR-2006 21:55:15.00 | 75Kr13+ + 40Ca 5.5 AMeV |  | 
279 | 0 | 12711 | 1416514 | 28 | 0 | 47.6612 | 198.609 | 538027 | 407 | 408 | 0 | 13035 | 42607 | 1791083 | 1417630 | 1417630 | 1417630 | 1417630 | 1417630 | 1417630 | 1417631 | 725627 | 225321 | 413440 | 514610 | 8.11574 | M>=1 | 19-MAR-2006 21:55:19.00 | 19-MAR-2006 22:43:08.00 | disjonction chassis 1 | 120 | 
280 | 0 | 12707 | 1473406 | 24 | 0 | 36.9804 | 198.547 | 416852 | 408 | 407 | 0 | 13030 | 41321 | 2809341 | 1473580 | 1473580 | 1473580 | 1473580 | 1473580 | 1473580 | 1473581 | 550429 | 166403 | 312998 | 394082 | 10.2325 | M>=1 | 19-MAR-2006 22:43:08.00 | 19-MAR-2006 23:20:07.00 | 75Kr13+ + 40Ca 5.5 AMeV |  | 
281 | 0 | 12706 | 1429748 | 30 | 0 | 45.9723 | 198.531 | 518583 | 406 | 408 | 0 | 13030 | 42076 | 2685740 | 1429514 | 1429514 | 1429514 | 1429514 | 1429514 | 1429514 | 1429515 | 636657 | 187954 | 359691 | 460343 | 8.32277 | M>=1 | 19-MAR-2006 23:20:08.00 | 20-MAR-2006 00:06:07.00 | 75Kr13+ + 40Ca 5.5 AMeV |  | 
282 | 0 | 12711 | 1487427 | 25 | 0 | 35.8139 | 198.609 | 402465 | 408 | 408 | 0 | 13038 | 40730 | 2242584 | 1487120 | 1487119 | 1487119 | 1487119 | 1487119 | 1487119 | 1487120 | 437147 | 128869 | 247000 | 315879 | 10.459 | M>=1 | 20-MAR-2006 00:06:07.00 | 20-MAR-2006 00:42:01.00 | 75Kr13+ + 40Ca 5.5 AMeV |  | 
283 | 0 | 12704 | 1412992 | 36 | 0 | 46.8091 | 198.5 | 527788 | 406 | 610 | 0 | 16286 | 42787 | 1667548 | 1410157 | 1410157 | 1410157 | 1410157 | 1410157 | 1410157 | 1410158 | 682207 | 199001 | 384360 | 495068 | 8.36497 | M>=1 | 20-MAR-2006 00:42:01.00 | 20-MAR-2006 01:28:25.00 | 75Kr13+ + 40Ca 5.5 AMeV |  | 
284 | 0 | 12711 | 1400306 | 36 | 0 | 51.3789 | 198.609 | 578696 | 611 | 407 | 0 | 16289 | 43650 | 1595337 | 1401059 | 1401059 | 1401059 | 1401059 | 1401059 | 1401059 | 1401059 | 730350 | 210357 | 410436 | 532098 | 7.76128 | M>=1 | 20-MAR-2006 01:28:25.00 | 20-MAR-2006 02:20:06.00 | disjonction chassis 1 | p: 120 | 
285 | 0 | 12703 | 1394189 | 34 | 0 | 51.2309 | 198.484 | 577858 | 407 | 612 | 0 | 16284 | 43207 | 1599860 | 1393466 | 1393466 | 1393466 | 1393466 | 1393466 | 1393466 | 1393467 | 727749 | 216060 | 410119 | 523082 | 7.69391 | M>=1 | 20-MAR-2006 02:20:06.00 | 20-MAR-2006 03:11:13.00 | 75Kr13+ + 40Ca 5.5 AMeV |  | 
286 | 0 | 12703 | 1396458 | 34 | 0 | 52.7159 | 198.484 | 595856 | 611 | 406 | 0 | 16286 | 43423 | 1584491 | 1396456 | 1396456 | 1396456 | 1396456 | 1396456 | 1396456 | 1396456 | 681409 | 199408 | 383439 | 491794 | 7.49228 | M>=1 | 20-MAR-2006 03:11:16.00 | 20-MAR-2006 04:04:07.00 | 75Kr13+ + 40Ca 5.5 AMeV |  | 
287 | 0 | 12710 | 1394740 | 32 | 0 | 52.9325 | 198.594 | 597459 | 407 | 612 | 0 | 16290 | 43425 | 1575217 | 1395005 | 1395005 | 1395005 | 1395005 | 1395005 | 1395005 | 1395005 | 694188 | 197984 | 389174 | 505683 | 7.47201 | M>=1 | 20-MAR-2006 04:04:11.00 | 20-MAR-2006 04:57:08.00 | disjonction chassis 1 | p: 120 | 
288 | 0 | 12706 | 1400293 | 33 | 0 | 52.5843 | 198.531 | 593204 | 611 | 407 | 0 | 16288 | 43074 | 1643701 | 1401387 | 1401387 | 1401387 | 1401387 | 1401387 | 1401387 | 1401387 | 678472 | 187615 | 378902 | 499663 | 7.46625 | M>=1 | 20-MAR-2006 04:57:09.00 | 20-MAR-2006 05:49:26.00 |  |  | 
289 | 0 | 12703 | 1402977 | 31 | 0 | 49.6546 | 198.484 | 560023 | 408 | 610 | 0 | 16282 | 42910 | 1633091 | 1401884 | 1401884 | 1401884 | 1401884 | 1401884 | 1401884 | 1401884 | 676172 | 185421 | 376578 | 499281 | 7.89162 | M>=1 | 20-MAR-2006 05:49:26.00 | 20-MAR-2006 06:39:16.00 |  | p.120 disjonction chassis 1 | 
290 | 0 | 12706 | 1414798 | 30 | 0 | 48.7526 | 198.531 | 549808 | 612 | 406 | 0 | 16286 | 43025 | 1663303 | 1415942 | 1415942 | 1415942 | 1415942 | 1415942 | 1415942 | 1415943 | 641619 | 178022 | 357400 | 471137 | 8.06433 | M>=1 | 20-MAR-2006 06:39:16.00 | 20-MAR-2006 07:28:08.00 |  |  | 
291 | 0 | 12710 | 1421427 | 31 | 0 | 47.4748 | 198.594 | 534664 | 408 | 407 | 0 | 13033 | 43109 | 1664703 | 1420711 | 1420711 | 1420711 | 1420711 | 1420711 | 1420711 | 1420712 | 635488 | 171974 | 352477 | 470523 | 8.26427 | M>=1 | 20-MAR-2006 07:28:08.00 | 20-MAR-2006 08:15:22.00 |  |  | 
292 | 0 | 12708 | 1484228 | 20 | 0 | 29.0429 | 198.562 | 326572 | 203 | 407 | 0 | 9764 | 37142 | 2879568 | 1484271 | 1484271 | 1484271 | 1484271 | 1484271 | 1484271 | 1484271 | 335271 | 95238 | 187358 | 243116 | 11.7238 | M>=1 | 20-MAR-2006 08:15:23.00 | 20-MAR-2006 08:44:24.00 |  |  | 
293 | 0 | 12704 | 1454042 | 25 | 0 | 40.5577 | 198.5 | 457331 | 408 | 408 | 0 | 13029 | 41617 | 1951114 | 1454276 | 1454276 | 1454276 | 1454276 | 1454276 | 1454276 | 1454277 | 538255 | 152906 | 300383 | 390487 | 9.36683 | M>=1 | 20-MAR-2006 08:44:24.00 | 20-MAR-2006 09:25:11.00 |  |  | 
294 | 0 | 12710 | 1507459 | 24 | 0 | 31.3091 | 198.594 | 351576 | 408 | 204 | 0 | 9775 | 38913 | 2541628 | 1508022 | 1508022 | 1508022 | 1508022 | 1508022 | 1508022 | 1508022 | 394888 | 110732 | 220023 | 287588 | 11.3847 | M>=1 | 20-MAR-2006 09:25:11.00 | 20-MAR-2006 09:56:20.00 |  |  | 
295 | 0 | 12706 | 1440036 | 38 | 0 | 40.4169 | 198.531 | 454714 | 408 | 406 | 0 | 13022 | 41103 | 1944276 | 1436389 | 1436389 | 1436389 | 1436389 | 1436389 | 1436389 | 1436390 | 480120 | 135094 | 269037 | 348208 | 9.30581 | M>=1 | 20-MAR-2006 09:56:20.00 | 20-MAR-2006 10:37:02.00 |  |  | 
297 | 0 | 12705 | 1406382 | 35 | 0 | 51.8967 | 198.516 | 585463 | 204 | 203 | 0 | 6511 | 44165 | 1648456 | 1406493 | 1406493 | 1406493 | 1406493 | 1406493 | 1406493 | 1406494 | 664164 | 193148 | 372374 | 475369 | 7.62844 | M>=1 | 20-MAR-2006 11:55:27.00 | 20-MAR-2006 12:47:23.00 |  | p.122 le run precedent (296) n'a pas de fichier echelles | 
298 | 0 | 12705 | 1405367 | 35 | 0 | 49.8775 | 198.516 | 563830 | 406 | 611 | 0 | 16282 | 42730 | 1744077 | 1405780 | 1405780 | 1405780 | 1405780 | 1405780 | 1405780 | 1405781 | 589956 | 166256 | 330244 | 426436 | 7.80388 | M>=1 | 20-MAR-2006 12:47:26.00 | 20-MAR-2006 13:37:22.00 |  |  | 
299 | 0 | 12711 | 1429435 | 35 | 0 | 46.7022 | 198.609 | 525895 | 611 | 406 | 0 | 16285 | 42574 | 1869394 | 1429844 | 1429844 | 1429844 | 1429844 | 1429844 | 1429844 | 1429845 | 572149 | 161543 | 320582 | 412766 | 8.35423 | M>=1 | 20-MAR-2006 13:37:23.00 | 20-MAR-2006 14:24:14.00 |  | p.122 disjonction chassis 1 | 
300 | 0 | 12706 | 1408313 | 39 | 0 | 48.1211 | 198.531 | 542865 | 408 | 610 | 0 | 16281 | 42937 | 1693360 | 1408349 | 1408349 | 1408349 | 1408349 | 1408349 | 1408349 | 1408350 | 631803 | 181390 | 353187 | 453192 | 8.15387 | M>=1 | 20-MAR-2006 14:24:15.00 | 20-MAR-2006 15:12:18.00 |  |  | 
301 | 0 | 12708 | 1411861 | 42 | 0 | 50.1876 | 198.562 | 565867 | 610 | 408 | 0 | 16279 | 43392 | 1698958 | 1412815 | 1412815 | 1412815 | 1412815 | 1412815 | 1412815 | 1412816 | 597652 | 164559 | 332917 | 435009 | 7.89537 | M>=1 | 20-MAR-2006 15:12:18.00 | 20-MAR-2006 16:02:24.00 |  |  | 
302 | 0 | 12706 | 1423531 | 42 | 0 | 47.5861 | 198.531 | 536481 | 407 | 408 | 0 | 13026 | 43024 | 1843518 | 1422880 | 1422880 | 1422880 | 1422880 | 1422880 | 1422880 | 1422880 | 530147 | 145523 | 296082 | 385504 | 8.21924 | M>=1 | 20-MAR-2006 16:02:24.00 | 20-MAR-2006 16:50:11.00 |  |  | 
303 | 0 | 12708 | 1412014 | 43 | 0 | 49.2083 | 198.562 | 554735 | 406 | 611 | 0 | 16282 | 43432 | 1692337 | 1412556 | 1412556 | 1412556 | 1412556 | 1412556 | 1412556 | 1412557 | 563891 | 153028 | 314405 | 411718 | 8.06607 | M>=1 | 20-MAR-2006 16:50:11.00 | 20-MAR-2006 17:39:17.00 |  | p.123 disjonction chassis 1, puis CsI 7.4 | 
304 | 0 | 3886 | 457508 | 21 | 0 | 23.2518 | 60.7188 | 260804 | 203 | 204 | 0 | 6511 | 11976 | 530397 | 456307 | 456307 | 456307 | 456307 | 456307 | 456307 | 456308 | 244853 | 65984 | 136654 | 179030 | 4.70953 | M>=1 | 20-MAR-2006 17:39:18.00 | 20-MAR-2006 18:02:25.00 |  | p.123 disjonction VXI 3 | 
305 | 0 | 12710 | 1407905 | 42 | 0 | 54.4188 | 198.594 | 613552 | 610 | 406 | 0 | 16264 | 44266 | 1701185 | 1408630 | 1408630 | 1408630 | 1408630 | 1408630 | 1408630 | 1408631 | 518799 | 137557 | 289011 | 381016 | 7.41117 | M>=1 | 20-MAR-2006 18:39:15.00 | 20-MAR-2006 19:33:28.00 |  |  | 
306 | 0 | 12706 | 1404670 | 44 | 0 | 49.9621 | 198.531 | 562844 | 406 | 610 | 0 | 16272 | 44069 | 1707819 | 1405184 | 1405184 | 1405184 | 1405184 | 1405184 | 1405184 | 1405185 | 591862 | 157524 | 328612 | 434357 | 8.0628 | M>=1 | 20-MAR-2006 19:33:28.00 | 20-MAR-2006 20:23:26.00 |  |  | 
307 | 0 | 12711 | 1423693 | 43 | 0 | 49.2859 | 198.609 | 554449 | 609 | 408 | 0 | 16267 | 43985 | 1741115 | 1424123 | 1424123 | 1424123 | 1424123 | 1424123 | 1424123 | 1424124 | 508306 | 133618 | 282451 | 374230 | 8.17289 | M>=1 | 20-MAR-2006 20:23:26.00 | 20-MAR-2006 21:13:05.00 |  |  | 
308 | 0 | 12704 | 1407091 | 49 | 0 | 52.9715 | 198.5 | 597020 | 408 | 611 | 0 | 16270 | 43958 | 1695986 | 1406014 | 1406014 | 1406014 | 1406014 | 1406014 | 1406014 | 1406015 | 486681 | 126790 | 270205 | 359105 | 7.56918 | M>=1 | 20-MAR-2006 21:13:05.00 | 20-MAR-2006 22:06:04.00 |  | p 124 disjonction chassis 1 | 
309 | 0 | 12705 | 1402179 | 52 | 0 | 56.155 | 198.516 | 632970 | 611 | 406 | 0 | 16273 | 44723 | 1668221 | 1402589 | 1402589 | 1402589 | 1402589 | 1402589 | 1402589 | 1402590 | 494282 | 127005 | 273153 | 366518 | 7.25202 | M>=1 | 20-MAR-2006 22:06:04.00 | 20-MAR-2006 23:02:08.00 |  | p 124 disjonction chassis 1 | 
310 | 0 | 12706 | 1424082 | 34 | 0 | 36.3556 | 198.531 | 408865 | 406 | 408 | 0 | 13020 | 37099 | 2611601 | 1422247 | 1422247 | 1422247 | 1422247 | 1422247 | 1422247 | 1422247 | 352732 | 90778 | 194641 | 261397 | 9.3721 | M>=1 | 20-MAR-2006 23:02:08.00 | 20-MAR-2006 23:38:19.00 |  | p 124 disjonction chassis 1 | 
311 | 0 | 12707 | 1421825 | 39 | 0 | 42.5116 | 198.547 | 478522 | 407 | 407 | 0 | 13026 | 41277 | 2102745 | 1418751 | 1418751 | 1418751 | 1418751 | 1418751 | 1418752 | 1418752 | 402822 | 101947 | 220356 | 300672 | 8.86732 | M>=1 | 20-MAR-2006 23:38:19.00 | 21-MAR-2006 00:21:04.00 |  |  | 
312 | 0 | 12707 | 1400017 | 48 | 0 | 52.4272 | 198.547 | 591027 | 407 | 609 | 0 | 16273 | 44401 | 1684260 | 1397687 | 1397687 | 1397687 | 1397687 | 1397687 | 1397687 | 1397688 | 494851 | 124361 | 269641 | 370151 | 7.72522 | M>=1 | 21-MAR-2006 00:21:04.00 | 21-MAR-2006 01:13:17.00 |  |  | 
313 | 0 | 12712 | 1421700 | 42 | 0 | 50.622 | 198.625 | 569338 | 610 | 407 | 0 | 16280 | 43927 | 1797050 | 1421432 | 1421432 | 1421432 | 1421432 | 1421432 | 1421432 | 1421433 | 490806 | 122234 | 266417 | 367953 | 7.94257 | M>=1 | 21-MAR-2006 01:13:17.00 | 21-MAR-2006 02:04:06.00 |  |  | 
314 | 0 | 12711 | 1538491 | 23 | 0 | 28.1302 | 198.609 | 316178 | 204 | 408 | 0 | 9763 | 37332 | 2732522 | 1535554 | 1535554 | 1535554 | 1535554 | 1535554 | 1535554 | 1535555 | 242325 | 59924 | 131298 | 181990 | 12.1835 | M>=1 | 21-MAR-2006 02:04:06.00 | 21-MAR-2006 02:32:10.00 |  |  | 
315 | 0 | 12705 | 1514386 | 27 | 0 | 33.1094 | 198.516 | 372946 | 407 | 204 | 0 | 9767 | 38230 | 4566598 | 1514687 | 1514687 | 1514687 | 1514687 | 1514687 | 1514687 | 1514688 | 271307 | 66242 | 146374 | 204615 | 10.5265 | M>=1 | 21-MAR-2006 02:32:10.00 | 21-MAR-2006 03:05:13.00 |  |  | 
316 | 0 | 12706 | 1464933 | 33 | 0 | 41.7734 | 198.531 | 470771 | 407 | 406 | 0 | 13026 | 41406 | 2190893 | 1465240 | 1465240 | 1465240 | 1465240 | 1465240 | 1465240 | 1465240 | 297083 | 71823 | 159735 | 224851 | 9.04565 | M>=1 | 21-MAR-2006 03:05:13.00 | 21-MAR-2006 03:47:06.00 |  |  | 
317 | 0 | 12705 | 1516342 | 23 | 0 | 30.9355 | 198.516 | 347956 | 203 | 406 | 0 | 9762 | 38831 | 2837380 | 1513499 | 1513499 | 1513499 | 1513499 | 1513499 | 1513499 | 1513500 | 297927 | 72933 | 160243 | 224571 | 11.4819 | M>=1 | 21-MAR-2006 03:47:06.00 | 21-MAR-2006 04:18:04.00 | disjonction chassis 1 | 125 | 
318 | 0 | 12706 | 1454884 | 30 | 0 | 44.1618 | 198.531 | 497673 | 610 | 407 | 0 | 16278 | 42285 | 2435527 | 1452422 | 1452422 | 1452422 | 1452422 | 1452422 | 1452422 | 1452422 | 404157 | 97448 | 216214 | 306024 | 8.78385 | M>=1 | 21-MAR-2006 04:18:04.00 | 21-MAR-2006 05:02:09.00 |  |  | 
319 | 0 | 12710 | 1397425 | 39 | 0 | 54.8233 | 198.594 | 617243 | 408 | 609 | 0 | 16277 | 44374 | 1713684 | 1397463 | 1397462 | 1397462 | 1397462 | 1397462 | 1397462 | 1397463 | 460660 | 109489 | 244849 | 350466 | 7.38378 | M>=1 | 21-MAR-2006 05:02:09.00 | 21-MAR-2006 05:57:03.00 |  |  | 
320 | 0 | 9257 | 1065816 | 24 | 0 | 34.3969 | 144.641 | 386892 | 406 | 204 | 0 | 9767 | 89307 | 2578595 | 1065287 | 1065287 | 1065287 | 1065287 | 1065287 | 1065287 | 1065287 | 340756 | 81222 | 180411 | 259193 | 23.681 | M>=1 | 21-MAR-2006 05:57:04.00 | 21-MAR-2006 06:31:15.00 |  |  | 
321 | 0 | 47 | 5455 | 0 | 0 | 0.776411 | 0.734375 | 7955 | 0 | 0 | 0 | 0 | 267 | 7442 | 5468 | 5468 | 5468 | 5468 | 5468 | 5468 | 5469 | 5817 | 1401 | 3106 | 4403 | 3.35638 | M>=1 | 21-MAR-2006 06:32:05.00 | 21-MAR-2006 06:32:28.00 |  |  | 
322 | 0 | 12708 | 1454847 | 24 | 0 | 65.2477 | 198.562 | 731924 | 0 | 0 | 0 | 0 | 43559 | 2073621 | 1455269 | 1455269 | 1455269 | 1455269 | 1455269 | 1455269 | 1455270 | 1 | 0 | 1 | 1 | 5.9513 | M>=1 | 21-MAR-2006 14:08:03.00 | 21-MAR-2006 15:13:10.00 | Cf + cosmiques |  | 
323 | 0 | 12709 | 1414013 | 25 | 0 | 61.8985 | 198.578 | 693025 | 0 | 0 | 0 | 0 | 42083 | 2039205 | 1411764 | 1411764 | 1411764 | 1411764 | 1411764 | 1411765 | 1411765 | 2 | 1 | 0 | 0 | 6.07236 | M>=1 | 21-MAR-2006 15:13:10.00 | 21-MAR-2006 16:15:07.00 | Cf + cosmiques |  | 
324 | 0 | 12711 | 1412976 | 25 | 0 | 76.0649 | 198.609 | 853034 | 0 | 0 | 0 | 0 | 44316 | 1971216 | 1409773 | 1409773 | 1409773 | 1409773 | 1409773 | 1409773 | 1409774 | 1 | 1 | 1 | 0 | 5.1951 | M>=1 | 21-MAR-2006 16:15:07.00 | 21-MAR-2006 17:31:09.00 | Cf + cosmiques |  | 
325 | 0 | 12706 | 1381801 | 21 | 0 | 88.9034 | 198.531 | 999098 | 0 | 0 | 0 | 0 | 46349 | 1727760 | 1379651 | 1379651 | 1379651 | 1379651 | 1379651 | 1379651 | 1379651 | 2 | 0 | 0 | 1 | 4.63908 | M>=1 | 21-MAR-2006 17:31:12.00 | 21-MAR-2006 19:00:09.00 | Cf + cosmiques |  | 
